chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency
W-2_RB1in_S01,-2,1,1,1.8956,9260,0.014739,1.00494,1.90496,131,Col,49.159065246500006
W-2_RB1out_S01,-2,1,1,1.86138,8352,0.0173836,1.00448,1.86971,131,Col,55.115119934
W-2_RB2in_S01,-2,1,2,1.98668,9991,0.0123285,1.00439,1.99541,131,Col,77.4180908205
W-2_RB2out_S01,-2,1,2,1.81836,8419,0.012527,1.00347,1.82466,131,Col,80.45095316566666
W-2_RB3+_S01,-2,1,3,1.86244,4021,0.00463177,1.00279,1.86763,131,Col,91.251781464
W-2_RB3-_S01,-2,1,3,1.86116,4169,0.00535714,1.00089,1.86282,131,Col,92.1279449465
W-2_RB4+_S01,-2,1,4,1.86084,3878,0.00191939,1.00192,1.86442,131,Col,50.0
W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-2_RB1in_S02,-2,2,1,1.96847,10362,0.0142477,1.00439,1.9771,131,Col,51.622659683500004
W-2_RB1out_S02,-2,2,1,2.17902,10261,0.0172011,1.00341,2.18645,131,Col,57.2654953005
W-2_RB2in_S02,-2,2,2,1.80032,9106,0.0146303,1.00238,1.8046,131,Col,76.6164627075
W-2_RB2out_S02,-2,2,2,2.25695,10479,0.0174456,1.00173,2.26084,131,Col,80.344347636
W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-2_RB3-_S02,-2,2,3,1.68389,3617,0.00837989,1.0,1.68389,131,Col,90.54082489
W-2_RB4+_S02,-2,2,4,1.80251,3879,0.00418216,1.00093,1.80419,131,Col,78.571428299
W-2_RB4-_S02,-2,2,4,1.70792,3298,0.015536,1.00052,1.70881,131,Col,0.0
W-2_RB1in_S03,-2,3,1,2.02004,10181,0.010119,1.00438,2.0289,131,Col,50.362108231
W-2_RB1out_S03,-2,3,1,2.03357,9330,0.0113339,1.00482,2.04336,131,Col,54.608203888
W-2_RB2in_S03,-2,3,2,2.1391,10580,0.0131419,1.00304,2.14561,131,Col,74.4319343565
W-2_RB2out_S03,-2,3,2,1.98372,9262,0.0160634,1.00258,1.98883,131,Col,80.681137085
W-2_RB3+_S03,-2,3,3,1.60385,2996,0.00481799,1.00215,1.6073,131,Col,80.3500785825
W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-2_RB4+_S03,-2,3,4,1.6711,3389,0.00690335,1.00148,1.67358,131,Col,55.55555343649999
W-2_RB4-_S03,-2,3,4,1.86287,3763,0.0049505,1.00099,1.86472,131,Col,75.0
W-2_RB1in_S04,-2,4,1,2.0151,10011,0.011876,1.00364,2.02242,131,Col,50.0805606845
W-2_RB1out_S04,-2,4,1,2.28024,10293,0.00819672,1.00378,2.28886,131,Col,54.652307510499995
W-2_RB2in_S04,-2,4,2,2.01209,9654,0.0135473,1.00461,2.02136,131,Col,76.7437553405
W-2_RB2out_S04,-2,4,2,1.96693,8090,0.00680768,1.00317,1.97317,131,Col,75.64225514766666
W-2_RB3+_S04,-2,4,3,2.32802,5259,0.00619743,1.00177,2.33215,131,Col,92.49331665049999
W-2_RB3-_S04,-2,4,3,1.8226,3678,-0.00049554,1.00149,1.82531,131,Col,88.7990303035
W-2_RB4++_S04,-2,4,4,1.72084,2213,0.00544323,1.00156,1.72352,131,Col,68.5606040955
W-2_RB4+_S04,-2,4,4,1.55355,2408,0.00193548,1.00129,1.55556,131,Col,94.1199569705
W-2_RB4--_S04,-2,4,4,1.55719,2015,0.00309119,1.00077,1.55839,131,Col,74.375
W-2_RB4-_S04,-2,4,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-2_RB1in_S05,-2,5,1,2.1267,10659,0.00798085,1.0036,2.13436,131,Col,49.98544693
W-2_RB1out_S05,-2,5,1,1.95793,8936,0.00744961,1.00396,1.96568,131,Col,55.3707256315
W-2_RB2in_S05,-2,5,2,1.93484,9235,0.272156,1.00357,1.94176,131,Col,74.9241256715
W-2_RB2out_S05,-2,5,2,2.03708,9120,0.0138486,1.00224,2.04164,131,Col,81.058016459
W-2_RB3+_S05,-2,5,3,1.86976,3790,0.0049334,1.00099,1.8716,131,Col,88.394355774
W-2_RB3-_S05,-2,5,3,1.75351,3877,0.00949796,1.00091,1.75509,131,Col,89.67528915400001
W-2_RB4+_S05,-2,5,4,1.8013,3318,0.0124864,1.00054,1.80228,131,Col,26.785714149500002
W-2_RB4-_S05,-2,5,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-2_RB1in_S06,-2,6,1,2.01173,10121,0.00397535,1.00439,2.02056,131,Col,51.457965851
W-2_RB1out_S06,-2,6,1,2.27578,10637,0.00663243,1.00538,2.28802,131,Col,56.180473327499996
W-2_RB2in_S06,-2,6,2,2.15083,10866,0.0110847,1.00557,2.16282,131,Col,77.717327118
W-2_RB2out_S06,-2,6,2,1.93313,8962,0.011648,1.00412,1.94109,131,Col,80.90152231866666
W-2_RB3+_S06,-2,6,3,1.70497,3976,0.0102916,1.00086,1.70644,131,Col,91.059120178
W-2_RB3-_S06,-2,6,3,1.68843,3620,0.0051306,1.0,1.68843,131,Col,90.335853577
W-2_RB4+_S06,-2,6,4,1.83275,3693,0.0129032,1.00199,1.8364,131,Col,46.428571700999996
W-2_RB4-_S06,-2,6,4,1.66011,3292,0.0,1.00303,1.66515,131,Col,64.583332062
W-2_RB1in_S07,-2,7,1,2.0789,10039,0.0124249,1.00312,2.08538,131,Col,50.2489414215
W-2_RB1out_S07,-2,7,1,1.88689,8408,0.0159336,1.00247,1.89156,131,Col,55.895160675
W-2_RB2in_S07,-2,7,2,2.0172,9148,0.00793826,1.00287,2.023,131,Col,70.8880844115
W-2_RB2out_S07,-2,7,2,1.85158,8321,0.0146862,1.00245,1.85612,131,Col,79.71623992933333
W-2_RB3+_S07,-2,7,3,2.13413,4264,0.00600601,1.0005,2.1352,131,Col,89.841171265
W-2_RB3-_S07,-2,7,3,1.9695,4327,0.0113792,1.00046,1.9704,131,Col,91.12392807
W-2_RB4+_S07,-2,7,4,1.88082,3472,0.00216685,1.00217,1.88491,131,Col,16.666666031
W-2_RB4-_S07,-2,7,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-2_RB1in_S08,-2,8,1,1.89539,9331,0.0109689,1.00469,1.90429,131,Col,47.2087345125
W-2_RB1out_S08,-2,8,1,1.45443,5601,0.0103869,1.0026,1.45821,131,Col,44.277524948
W-2_RB2in_S08,-2,8,2,2.0849,10068,0.0209153,1.00416,2.09357,131,Col,76.561992645
W-2_RB2out_S08,-2,8,2,1.92219,8498,0.0122144,1.00318,1.9283,131,Col,79.233365377
W-2_RB3+_S08,-2,8,3,1.70503,3763,0.00634345,1.00136,1.70735,131,Col,90.1542243955
W-2_RB3-_S08,-2,8,3,2.05713,4501,0.00868373,1.00183,2.0609,131,Col,90.8637428285
W-2_RB4+_S08,-2,8,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-2_RB4-_S08,-2,8,4,1.37313,2576,0.0,1.0016,1.37533,131,Col,41.025639534
W-2_RB1in_S09,-2,9,1,1.87261,9099,0.00514509,1.00372,1.87957,131,Col,49.649173737
W-2_RB1out_S09,-2,9,1,1.9153,8435,0.00522252,1.00433,1.9236,131,Col,54.4177780155
W-2_RB2in_S09,-2,9,2,2.03859,10036,0.00589072,1.00449,2.04775,131,Col,76.91071701050001
W-2_RB2out_S09,-2,9,2,1.66568,7339,0.00930549,1.00364,1.67175,131,Col,78.363586426
W-2_RB3+_S09,-2,9,3,1.8268,3776,0.00628931,1.00194,1.83034,131,Col,86.3109855655
W-2_RB3-_S09,-2,9,3,1.81667,3726,0.0107265,1.00049,1.81756,131,Col,92.051750183
W-2_RB4_S09,-2,9,4,1.66763,3452,0.00628019,1.00097,1.66925,131,Col,54.166666031
W-2_RB1in_S10,-2,10,1,2.34152,11916,0.00550206,1.00474,2.35262,131,Col,50.3030872345
W-2_RB1out_S10,-2,10,1,1.85946,8719,0.0100235,1.00428,1.86742,131,Col,54.502454757500004
W-2_RB2in_S10,-2,10,2,1.99392,10169,0.00666667,1.00394,2.00177,131,Col,78.289756775
W-2_RB2out_S10,-2,10,2,2.05785,9462,0.0108743,1.00327,2.06459,131,Col,80.65110015900001
W-2_RB3+_S10,-2,10,3,1.60136,3539,0.00723982,1.00045,1.60208,131,Col,90.18932724
W-2_RB3-_S10,-2,10,3,1.76122,3533,0.00997009,1.0005,1.76209,131,Col,82.117668152
W-2_RB4+_S10,-2,10,4,1.79332,4885,0.00256975,1.0048,1.80192,131,Col,95.3419647215
W-2_RB4-_S10,-2,10,4,1.81474,4751,0.0106952,1.00191,1.81822,131,Col,93.4651908875
W-2_RB1in_S11,-2,11,1,2.16013,9807,0.0288546,1.00398,2.16873,131,Col,46.43551254250001
W-2_RB1out_S11,-2,11,1,2.05402,9087,0.0124322,1.00409,2.06241,131,Col,53.8588924405
W-2_RB2in_S11,-2,11,2,2.12116,10854,0.00859879,1.00471,2.13116,131,Col,76.696105957
W-2_RB2out_S11,-2,11,2,1.96183,9148,0.0122239,1.00344,1.96858,131,Col,79.88326263433333
W-2_RB3+_S11,-2,11,3,1.92262,4224,0.00637233,1.00137,1.92525,131,Col,90.8579292295
W-2_RB3-_S11,-2,11,3,1.93348,4389,0.0370044,1.00132,1.93604,131,Col,90.9384155275
W-2_RB4_S11,-2,11,4,1.70872,3819,0.0111857,1.00179,1.71179,131,Col,39.3939380645
W-2_RB1in_S12,-2,12,1,2.13135,10239,0.0189425,1.0025,2.13669,131,Col,50.892009735
W-2_RB1out_S12,-2,12,1,1.95428,8421,0.0148526,1.00093,1.9561,131,Col,54.617427826
W-2_RB2in_S12,-2,12,2,2.11902,9739,0.0141427,1.00196,2.12317,131,Col,74.299571991
W-2_RB2out_S12,-2,12,2,1.82501,7926,0.0195717,1.00185,1.82837,131,Col,78.60089619966668
W-2_RB3+_S12,-2,12,3,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-2_RB3-_S12,-2,12,3,2.72335,5926,0.0147059,1.00184,2.72836,131,Col,93.631793976
W-2_RB4+_S12,-2,12,4,1.74953,3688,-0.000474383,1.00143,1.75202,131,Col,71.428571701
W-2_RB4-_S12,-2,12,4,1.60847,2469,0.0019544,1.0,1.60847,131,Col,20.0
W-1_RB1in_S01,-1,1,1,2.06804,15866,0.00951512,1.00669,2.08188,131,Col,83.3444366455
W-1_RB1out_S01,-1,1,1,2.06215,14134,0.0106507,1.00587,2.07426,131,Col,83.581626892
W-1_RB2in_S01,-1,1,2,1.88589,12775,0.00856215,1.00341,1.89231,131,Col,87.89569091800001
W-1_RB2out_S01,-1,1,2,1.96977,11665,0.00979399,1.00458,1.9788,131,Col,88.1007118225
W-1_RB3+_S01,-1,1,3,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB3-_S01,-1,1,3,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB4+_S01,-1,1,4,2.07148,5651,0.00696481,1.0022,2.07605,131,Col,83.75
W-1_RB4-_S01,-1,1,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB1in_S02,-1,2,1,2.17527,16891,0.00901481,1.00479,2.18569,131,Col,80.62879943850001
W-1_RB1out_S02,-1,2,1,2.3774,16454,0.00635746,1.00435,2.38775,131,Col,80.77306747450001
W-1_RB2in_S02,-1,2,2,2.18775,15498,0.0100226,1.00326,2.19487,131,Col,88.98378245066668
W-1_RB2out_S02,-1,2,2,1.74359,10751,0.00762245,1.00358,1.74984,131,Col,87.30388641350001
W-1_RB3+_S02,-1,2,3,1.65371,4976,-0.000664673,1.00067,1.65481,131,Col,93.720081329
W-1_RB3-_S02,-1,2,3,1.78868,4994,0.00573066,1.00072,1.78996,131,Col,90.91490936299999
W-1_RB4+_S02,-1,2,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB4-_S02,-1,2,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB1in_S03,-1,3,1,2.18812,13109,0.00717743,1.00352,2.19581,131,Col,80.7222824095
W-1_RB1out_S03,-1,3,1,2.28564,12459,0.00770501,1.0035,2.29363,131,Col,82.342693329
W-1_RB2in_S03,-1,3,2,1.80836,9691,0.00503825,1.00206,1.81208,131,Col,85.35217030833333
W-1_RB2out_S03,-1,3,2,1.75221,8521,0.00637467,1.00165,1.7551,131,Col,85.893825531
W-1_RB3+_S03,-1,3,3,1.74317,3828,0.00136612,1.00046,1.74396,131,Col,91.01311111449999
W-1_RB3-_S03,-1,3,3,1.72466,3965,0.000869943,1.0,1.72466,131,Col,92.22403717
W-1_RB4+_S03,-1,3,4,1.63553,3029,0.00323974,1.00108,1.6373,131,Col,93.85143661500001
W-1_RB4-_S03,-1,3,4,1.48763,2947,0.00302877,1.00051,1.48838,131,Col,69.166666031
W-1_RB1in_S04,-1,4,1,2.35933,18063,0.00809822,1.0071,2.37609,131,Col,81.6100120545
W-1_RB1out_S04,-1,4,1,1.80633,5652,0.00798977,1.00708,1.81912,131,Col,38.762477875
W-1_RB2in_S04,-1,4,2,1.68537,10210,0.0110598,1.00398,1.69208,131,Col,80.32166035966667
W-1_RB2out_S04,-1,4,2,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB3+_S04,-1,4,3,1.96182,5344,0.0264317,1.00147,1.96471,131,Col,91.1022109985
W-1_RB3-_S04,-1,4,3,1.67662,4490,0.00597461,1.00075,1.67788,131,Col,91.8328933715
W-1_RB4++_S04,-1,4,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB4+_S04,-1,4,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB4--_S04,-1,4,4,1.59,2226,0.005,1.00071,1.59114,131,Col,93.221565247
W-1_RB4-_S04,-1,4,4,1.52989,2815,0.00271739,1.00054,1.53072,131,Col,95.27397918700001
W-1_RB1in_S05,-1,5,1,1.94573,14412,0.00499527,1.00721,1.95975,131,Col,80.35051727300001
W-1_RB1out_S05,-1,5,1,2.19534,14992,0.00907893,1.00708,2.21088,131,Col,82.59437561050001
W-1_RB2in_S05,-1,5,2,1.86306,12721,0.00600469,1.00486,1.87211,131,Col,87.50389607766668
W-1_RB2out_S05,-1,5,2,1.92211,11821,0.00357724,1.00441,1.93059,131,Col,89.9461212155
W-1_RB3+_S05,-1,5,3,2.14333,5802,0.0059106,1.00259,2.14889,131,Col,92.56245040900001
W-1_RB3-_S05,-1,5,3,1.77137,4974,0.0206553,1.00286,1.77643,131,Col,91.2553329465
W-1_RB4+_S05,-1,5,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB4-_S05,-1,5,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB1in_S06,-1,6,1,2.11137,16038,0.007109,1.00716,2.12649,131,Col,82.0748252865
W-1_RB1out_S06,-1,6,1,2.0254,13637,0.00995099,1.00613,2.03781,131,Col,82.06633758550001
W-1_RB2in_S06,-1,6,2,2.21152,14324,0.0137409,1.00434,2.22112,131,Col,86.05825551333334
W-1_RB2out_S06,-1,6,2,1.80722,10715,0.0067465,1.00492,1.8161,131,Col,88.36253356949999
W-1_RB3+_S06,-1,6,3,1.48028,3791,0.00273331,1.00117,1.48202,131,Col,84.961364746
W-1_RB3-_S06,-1,6,3,1.59491,4327,0.00958349,1.00148,1.59727,131,Col,89.2977371215
W-1_RB4+_S06,-1,6,4,1.63751,3650,0.0287124,1.0009,1.63898,131,Col,90.0
W-1_RB4-_S06,-1,6,4,1.82048,4036,0.0198466,1.00226,1.82459,131,Col,56.766918182
W-1_RB1in_S07,-1,7,1,2.02495,14932,0.00745864,1.00724,2.03961,131,Col,82.6621551515
W-1_RB1out_S07,-1,7,1,2.02137,13056,0.00727667,1.00576,2.03301,131,Col,82.6801376345
W-1_RB2in_S07,-1,7,2,1.57873,8803,0.0104017,1.0045,1.58584,131,Col,75.33334096266667
W-1_RB2out_S07,-1,7,2,1.59664,4370,0.00694191,1.00404,1.60308,131,Col,41.520553589
W-1_RB3+_S07,-1,7,3,1.738,4491,0.00464396,1.00155,1.7407,131,Col,91.642284393
W-1_RB3-_S07,-1,7,3,1.86705,5140,0.00762804,1.00146,1.86977,131,Col,93.0718193055
W-1_RB4+_S07,-1,7,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB4-_S07,-1,7,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB1in_S08,-1,8,1,2.03001,14884,0.0121386,1.00618,2.04254,131,Col,78.92536544800001
W-1_RB1out_S08,-1,8,1,1.99939,13126,0.00700685,1.00551,2.01042,131,Col,79.5206031795
W-1_RB2in_S08,-1,8,2,1.99581,13346,0.00897263,1.0039,2.0036,131,Col,87.71457163466665
W-1_RB2out_S08,-1,8,2,2.01569,11691,0.0144828,1.00363,2.02301,131,Col,87.0907173155
W-1_RB3+_S08,-1,8,3,1.71046,4661,0.00477064,1.00258,1.71486,131,Col,86.8066978455
W-1_RB3-_S08,-1,8,3,1.84463,4927,0.00599027,1.00112,1.8467,131,Col,92.703163147
W-1_RB4+_S08,-1,8,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB4-_S08,-1,8,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB1in_S09,-1,9,1,2.12939,15815,0.0138683,1.00596,2.14208,131,Col,80.554019928
W-1_RB1out_S09,-1,9,1,2.2471,14914,0.0143137,1.00561,2.2597,131,Col,81.85332489
W-1_RB2in_S09,-1,9,2,1.93102,12766,0.0107397,1.00364,1.93806,131,Col,86.97417195666667
W-1_RB2out_S09,-1,9,2,1.77688,10361,0.0111473,1.00396,1.78392,131,Col,87.5430526735
W-1_RB3+_S09,-1,9,3,1.80681,4779,0.00756144,1.00114,1.80886,131,Col,90.948814392
W-1_RB3-_S09,-1,9,3,1.65421,4339,0.00648113,1.00153,1.65674,131,Col,86.851108551
W-1_RB4_S09,-1,9,4,1.7634,4770,0.0077634,1.00222,1.76732,131,Col,97.785549164
W-1_RB1in_S10,-1,10,1,2.24898,17659,0.0072593,1.00783,2.26659,131,Col,81.7952041625
W-1_RB1out_S10,-1,10,1,2.01355,14119,0.00413577,1.00574,2.0251,131,Col,82.6546783445
W-1_RB2in_S10,-1,10,2,1.83154,12960,0.00579423,1.0044,1.8396,131,Col,88.65777333566666
W-1_RB2out_S10,-1,10,2,2.13111,13394,0.00604614,1.00399,2.13962,131,Col,89.962184906
W-1_RB3+_S10,-1,10,3,1.9672,5817,0.00304363,1.00169,1.97053,131,Col,44.7085876465
W-1_RB3-_S10,-1,10,3,1.73321,4853,0.0121429,1.00215,1.73694,131,Col,44.6546058655
W-1_RB4+_S10,-1,10,4,1.94982,6411,0.00973236,1.00428,1.95816,131,Col,93.3849143985
W-1_RB4-_S10,-1,10,4,1.74794,5312,0.00691017,1.00198,1.7514,131,Col,91.043956757
W-1_RB1in_S11,-1,11,1,2.18198,16882,0.0063332,1.00507,2.19304,131,Col,81.68002319300001
W-1_RB1out_S11,-1,11,1,2.02821,14236,0.0139621,1.00357,2.03546,131,Col,83.2756958005
W-1_RB2in_S11,-1,11,2,1.90697,12668,0.00767725,1.00363,1.91388,131,Col,83.47750345866666
W-1_RB2out_S11,-1,11,2,1.95293,12032,0.0111995,1.0044,1.96153,131,Col,88.920413971
W-1_RB3+_S11,-1,11,3,1.76798,3688,0.0100671,1.00096,1.76967,131,Col,65.8114585875
W-1_RB3-_S11,-1,11,3,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB4_S11,-1,11,4,1.85264,5293,0.00315016,1.00035,1.85329,131,Col,92.9257507325
W-1_RB1in_S12,-1,12,1,2.10369,15521,0.00623475,1.0071,2.11862,131,Col,80.95161056500001
W-1_RB1out_S12,-1,12,1,1.96413,12757,0.00538876,1.00557,1.97507,131,Col,79.3046798705
W-1_RB2in_S12,-1,12,2,2.04427,13623,0.0082533,1.00407,2.05258,131,Col,87.98732248966667
W-1_RB2out_S12,-1,12,2,1.56027,8051,0.00581395,1.00331,1.56543,131,Col,75.794715881
W-1_RB3+_S12,-1,12,3,0.0,0,0.0,0.0,0.0,131,Col,0.0
W-1_RB3-_S12,-1,12,3,1.7301,4673,0.0033321,1.00148,1.73267,131,Col,92.003513336
W-1_RB4+_S12,-1,12,4,1.40759,3450,0.00285598,1.00123,1.40931,131,Col,72.2222213745
W-1_RB4-_S12,-1,12,4,1.61393,2989,0.00323974,1.00054,1.6148,131,Col,92.85714340199999
W+0_RB1in_S01,0,1,1,2.16632,18886,0.0104382,1.00588,2.17907,131,Col,83.54153823850001
W+0_RB1out_S01,0,1,1,2.00411,16105,0.00883524,1.00551,2.01514,131,Col,86.14378356899999
W+0_RB2in_S01,0,1,2,2.0175,15906,0.00837139,1.00459,2.02676,131,Col,90.45408376066666
W+0_RB2out_S01,0,1,2,1.92443,11995,0.0070592,1.005,1.93405,131,Col,78.284866333
W+0_RB3+_S01,0,1,3,2.01424,6365,0.010443,1.00127,2.01679,131,Col,93.025276184
W+0_RB3-_S01,0,1,3,1.72523,5607,0.004,1.00278,1.73002,131,Col,93.269630432
W+0_RB4+_S01,0,1,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W+0_RB4-_S01,0,1,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W+0_RB1in_S02,0,2,1,2.04211,17844,0.0077821,1.0061,2.05458,131,Col,78.982433319
W+0_RB1out_S02,0,2,1,2.31688,19668,0.00365178,1.00557,2.32978,131,Col,87.2779655455
W+0_RB2in_S02,0,2,2,1.96257,15679,0.0105145,1.00339,1.96923,131,Col,83.22670491566667
W+0_RB2out_S02,0,2,2,1.90979,13739,0.00903531,1.00377,1.91698,131,Col,89.3894233705
W+0_RB3+_S02,0,2,3,2.0593,6876,0.0,1.0012,2.06177,131,Col,92.549453735
W+0_RB3-_S02,0,2,3,1.8153,5435,0.00701403,1.00033,1.8159,131,Col,86.158039093
W+0_RB4+_S02,0,2,4,1.91297,5649,0.00643413,1.0,1.91297,131,Col,84.278064728
W+0_RB4-_S02,0,2,4,1.74865,4536,0.0100231,1.00039,1.74933,131,Col,92.32729339599999
W+0_RB1in_S03,0,3,1,2.13782,16784,0.00942555,1.00641,2.15152,131,Col,85.154216766
W+0_RB1out_S03,0,3,1,2.11444,15465,0.00847689,1.00605,2.12724,131,Col,86.3231010435
W+0_RB2in_S03,0,3,2,2.85652,20467,0.0115841,1.00618,2.87417,131,Col,86.33829498299998
W+0_RB2out_S03,0,3,2,1.9997,13268,0.00919367,1.00515,2.01,131,Col,86.8853530885
W+0_RB3+_S03,0,3,3,1.83671,5343,0.00618769,1.00241,1.84114,131,Col,93.9579429625
W+0_RB3-_S03,0,3,3,1.9226,4943,0.0128355,1.00156,1.92559,131,Col,72.7694225315
W+0_RB4+_S03,0,3,4,1.6471,4714,0.00733753,1.00105,1.64883,131,Col,93.9838409425
W+0_RB4-_S03,0,3,4,1.75168,5199,0.00876011,1.00236,1.75583,131,Col,95.319450378
W+0_RB1in_S04,0,4,1,1.98084,15920,0.0060968,1.005,1.99075,131,Col,84.8790626525
W+0_RB1out_S04,0,4,1,2.04993,15069,0.0103387,1.00437,2.05889,131,Col,84.5933532715
W+0_RB2in_S04,0,4,2,1.90981,13955,0.00999042,1.00537,1.92006,131,Col,88.88409932433332
W+0_RB2out_S04,0,4,2,1.9529,12811,0.00487805,1.00413,1.96097,131,Col,87.7710151675
W+0_RB3+_S04,0,4,3,0.0,0,0.0,0.0,0.0,131,Col,0.0
W+0_RB3-_S04,0,4,3,1.64625,4919,0.000669344,1.00067,1.64735,131,Col,90.98336792
W+0_RB4++_S04,0,4,4,1.6518,2889,0.00571755,1.0,1.6518,131,Col,94.94824600199999
W+0_RB4+_S04,0,4,4,1.87457,4349,0.0146552,1.0,1.87457,131,Col,94.23330307
W+0_RB4--_S04,0,4,4,1.62468,2528,0.0109254,1.00064,1.62572,131,Col,94.5364952085
W+0_RB4-_S04,0,4,4,1.5988,3455,0.00231374,1.0,1.5988,131,Col,93.63025665250001
W+0_RB1in_S05,0,5,1,2.12409,17768,0.00669456,1.00541,2.13558,131,Col,84.624965668
W+0_RB1out_S05,0,5,1,2.09666,15618,0.0151698,1.00459,2.10627,131,Col,85.8265953065
W+0_RB2in_S05,0,5,2,1.51418,7795,0.0104895,1.00234,1.51772,131,Col,62.64345550566666
W+0_RB2out_S05,0,5,2,1.78924,11011,0.00666233,1.00342,1.79537,131,Col,83.757873535
W+0_RB3+_S05,0,5,3,1.68706,4771,0.0113154,1.00106,1.68885,131,Col,89.93919754000001
W+0_RB3-_S05,0,5,3,1.85839,5538,0.00939597,1.00134,1.86089,131,Col,93.1632728575
W+0_RB4+_S05,0,5,4,1.49606,3604,0.00581154,1.00125,1.49792,131,Col,93.716217041
W+0_RB4-_S05,0,5,4,1.57373,4098,0.00883257,1.00115,1.57555,131,Col,92.32953643799999
W+0_RB1in_S06,0,6,1,2.23303,18025,0.00706145,1.00523,2.24471,131,Col,84.443149567
W+0_RB1out_S06,0,6,1,2.18312,16166,0.00594193,1.00461,2.19319,131,Col,86.21390152000001
W+0_RB2in_S06,0,6,2,2.27122,16564,0.018648,1.00427,2.28091,131,Col,89.81275176966669
W+0_RB2out_S06,0,6,2,2.04172,13018,0.00407779,1.00315,2.04814,131,Col,88.59360504150001
W+0_RB3+_S06,0,6,3,1.80598,5259,0.00549451,1.00172,1.80908,131,Col,92.32715225199999
W+0_RB3-_S06,0,6,3,1.78812,5207,0.0051511,1.00172,1.79119,131,Col,91.8242645265
W+0_RB4+_S06,0,6,4,1.61733,4087,0.00593589,1.00119,1.61926,131,Col,95.4259681705
W+0_RB4-_S06,0,6,4,1.6442,4732,0.00416956,1.00104,1.64591,131,Col,95.507850647
W+0_RB1in_S07,0,7,1,2.09742,17245,0.0235952,1.00513,2.10819,131,Col,86.3112983705
W+0_RB1out_S07,0,7,1,2.23947,15580,0.00876815,1.00477,2.25014,131,Col,84.060085297
W+0_RB2in_S07,0,7,2,2.19955,15740,0.0058692,1.00393,2.20819,131,Col,89.87220001233334
W+0_RB2out_S07,0,7,2,2.09011,13105,0.00781499,1.00449,2.09949,131,Col,87.18040466299999
W+0_RB3+_S07,0,7,3,2.21476,6394,0.00415656,1.00208,2.21937,131,Col,93.71506118799999
W+0_RB3-_S07,0,7,3,1.9463,5763,0.00202634,1.00203,1.95025,131,Col,91.72822952300001
W+0_RB4+_S07,0,7,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W+0_RB4-_S07,0,7,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W+0_RB1in_S08,0,8,1,1.95062,16274,0.00719166,1.00421,1.95883,131,Col,82.7055244445
W+0_RB1out_S08,0,8,1,2.18603,16839,0.00869791,1.00378,2.19429,131,Col,86.40577697750001
W+0_RB2in_S08,0,8,2,2.34108,17125,0.017635,1.00398,2.3504,131,Col,89.68869527200002
W+0_RB2out_S08,0,8,2,2.0171,13093,0.00893545,1.00418,2.02553,131,Col,88.35205459599999
W+0_RB3+_S08,0,8,3,2.10086,5874,0.00751073,1.00036,2.10161,131,Col,87.0154266355
W+0_RB3-_S08,0,8,3,1.76887,5250,0.0134771,1.00169,1.77185,131,Col,92.58554458649999
W+0_RB4+_S08,0,8,4,1.62198,3218,0.00403226,1.0005,1.62279,131,Col,95.23332977300001
W+0_RB4-_S08,0,8,4,1.95973,5597,0.00560224,1.0007,1.96111,131,Col,95.1103439335
W+0_RB1in_S09,0,9,1,2.12534,17211,0.00370462,1.00596,2.13801,131,Col,83.8285293575
W+0_RB1out_S09,0,9,1,2.19128,15534,0.0114262,1.00567,2.20372,131,Col,82.3657798765
